bill_id,customer_id,billing_month,amount_due,amount_paid,payment_status,payment_date
BILL008842,CUST0299,2026-06-01,94.99,94.99,Paid,2026-06-02
BILL008843,CUST0300,2023-07-01,199.98,199.98,Paid,2023-07-11
BILL008844,CUST0300,2023-08-01,204.98,204.98,Paid,2023-08-06
BILL008845,CUST0300,2023-09-01,209.98,209.98,Paid,2023-09-03
BILL008846,CUST0300,2023-10-01,204.98,204.98,Paid,2023-10-02
BILL008847,CUST0300,2023-11-01,204.98,204.98,Paid,2023-11-07
BILL008848,CUST0300,2023-12-01,204.98,204.98,Paid,2023-12-07
BILL008849,CUST0300,2024-01-01,209.98,209.98,Paid,2024-01-06
BILL008850,CUST0300,2024-02-01,214.98,214.98,Paid,2024-02-07
BILL008851,CUST0300,2024-03-01,199.98,199.98,Paid,2024-03-11
BILL008852,CUST0300,2024-04-01,199.98,199.98,Paid,2024-04-07
BILL008853,CUST0300,2024-05-01,214.98,214.98,Paid,2024-05-04
BILL008854,CUST0300,2024-06-01,204.98,204.98,Paid,2024-06-10
BILL008855,CUST0300,2024-07-01,204.98,204.98,Paid,2024-07-07
BILL008856,CUST0300,2024-08-01,204.98,204.98,Paid,2024-08-10
BILL008857,CUST0300,2024-09-01,214.98,214.98,Paid,2024-09-06
BILL008858,CUST0300,2024-10-01,204.98,204.98,Paid,2024-10-06
BILL008859,CUST0300,2024-11-01,204.98,204.98,Paid,2024-11-07
BILL008860,CUST0300,2024-12-01,209.98,209.98,Paid,2024-12-09
BILL008861,CUST0300,2025-01-01,214.98,214.98,Paid,2025-01-05
BILL008862,CUST0300,2025-02-01,214.98,214.98,Paid,2025-02-03
BILL008863,CUST0300,2025-03-01,209.98,209.98,Paid,2025-03-02
BILL008864,CUST0300,2025-04-01,204.98,204.98,Paid,2025-04-10
BILL008865,CUST0300,2025-05-01,199.98,199.98,Paid,2025-05-07
BILL008866,CUST0300,2025-06-01,214.98,214.98,Paid,2025-06-05
BILL008867,CUST0300,2025-07-01,204.98,204.98,Paid,2025-07-11
BILL008868,CUST0300,2025-08-01,199.98,199.98,Paid,2025-08-05
BILL008869,CUST0300,2025-09-01,199.98,199.98,Paid,2025-09-09
BILL008870,CUST0300,2025-10-01,204.98,204.98,Paid,2025-10-11
BILL008871,CUST0300,2025-11-01,204.98,204.98,Late,2025-11-27
BILL008872,CUST0300,2025-12-01,204.98,204.98,Paid,2025-12-04
BILL008873,CUST0300,2026-01-01,204.98,204.98,Paid,2026-01-04
BILL008874,CUST0300,2026-02-01,204.98,204.98,Paid,2026-02-05
BILL008875,CUST0300,2026-03-01,204.98,204.98,Paid,2026-03-08
BILL008876,CUST0300,2026-04-01,204.98,204.98,Paid,2026-04-09
BILL008877,CUST0300,2026-05-01,204.98,204.98,Paid,2026-05-04
BILL008878,CUST0300,2026-06-01,209.98,209.98,Paid,2026-06-09
BILL008879,CUST0301,2023-07-01,119.99,119.99,Paid,2023-07-06
BILL008880,CUST0301,2023-08-01,119.99,119.99,Paid,2023-08-07
BILL008881,CUST0301,2023-09-01,104.99,104.99,Paid,2023-09-10
BILL008882,CUST0301,2023-10-01,109.99,109.99,Paid,2023-10-03
BILL008883,CUST0301,2023-11-01,114.99,114.99,Paid,2023-11-09
BILL008884,CUST0301,2023-12-01,109.99,109.99,Paid,2023-12-07
BILL008885,CUST0301,2024-01-01,119.99,119.99,Paid,2024-01-08
BILL008886,CUST0301,2024-02-01,109.99,109.99,Paid,2024-02-07
BILL008887,CUST0301,2024-03-01,114.99,114.99,Paid,2024-03-08
BILL008888,CUST0301,2024-04-01,119.99,119.99,Paid,2024-04-03
BILL008889,CUST0301,2024-05-01,119.99,119.99,Paid,2024-05-11
BILL008890,CUST0301,2024-06-01,119.99,119.99,Paid,2024-06-07
BILL008891,CUST0301,2024-07-01,114.99,114.99,Paid,2024-07-04
BILL008892,CUST0301,2024-08-01,114.99,114.99,Paid,2024-08-08
BILL008893,CUST0301,2024-09-01,109.99,109.99,Paid,2024-09-08
BILL008894,CUST0301,2024-10-01,109.99,109.99,Paid,2024-10-04
BILL008895,CUST0301,2024-11-01,109.99,109.99,Late,2024-11-20
BILL008896,CUST0301,2024-12-01,104.99,104.99,Paid,2024-12-03
BILL008897,CUST0301,2025-01-01,109.99,109.99,Paid,2025-01-09
BILL008898,CUST0301,2025-02-01,114.99,114.99,Paid,2025-02-05
BILL008899,CUST0301,2025-03-01,104.99,104.99,Paid,2025-03-04
BILL008900,CUST0301,2025-04-01,109.99,109.99,Paid,2025-04-06
BILL008901,CUST0301,2025-05-01,109.99,109.99,Paid,2025-05-04
BILL008902,CUST0301,2025-06-01,114.99,114.99,Paid,2025-06-08
BILL008903,CUST0301,2025-07-01,109.99,109.99,Paid,2025-07-03
BILL008904,CUST0301,2025-08-01,114.99,114.99,Paid,2025-08-10
BILL008905,CUST0301,2025-09-01,119.99,119.99,Paid,2025-09-02
BILL008906,CUST0301,2025-10-01,109.99,109.99,Paid,2025-10-02
BILL008907,CUST0301,2025-11-01,119.99,119.99,Paid,2025-11-10
BILL008908,CUST0301,2025-12-01,104.99,104.99,Paid,2025-12-08
BILL008909,CUST0301,2026-01-01,104.99,104.99,Paid,2026-01-03
BILL008910,CUST0301,2026-02-01,114.99,114.99,Paid,2026-02-11
BILL008911,CUST0301,2026-03-01,104.99,104.99,Paid,2026-03-04
BILL008912,CUST0301,2026-04-01,109.99,109.99,Paid,2026-04-11
BILL008913,CUST0301,2026-05-01,109.99,109.99,Paid,2026-05-09
BILL008914,CUST0301,2026-06-01,119.99,119.99,Paid,2026-06-04
BILL008915,CUST0302,2023-07-01,139.99,139.99,Paid,2023-07-10
BILL008916,CUST0302,2023-08-01,124.99,124.99,Paid,2023-08-11
BILL008917,CUST0302,2023-09-01,134.99,134.99,Paid,2023-09-05
BILL008918,CUST0302,2023-10-01,124.99,124.99,Paid,2023-10-11
BILL008919,CUST0302,2023-11-01,129.99,129.99,Paid,2023-11-10
BILL008920,CUST0302,2023-12-01,139.99,139.99,Paid,2023-12-02
BILL008921,CUST0302,2024-01-01,129.99,129.99,Paid,2024-01-06
BILL008922,CUST0302,2024-02-01,134.99,134.99,Paid,2024-02-08
BILL008923,CUST0302,2024-03-01,134.99,134.99,Paid,2024-03-05
BILL008924,CUST0302,2024-04-01,134.99,134.99,Late,2024-04-26
BILL008925,CUST0302,2024-05-01,139.99,139.99,Paid,2024-05-09
BILL008926,CUST0302,2024-06-01,129.99,129.99,Paid,2024-06-10
BILL008927,CUST0302,2024-07-01,134.99,134.99,Paid,2024-07-02
BILL008928,CUST0302,2024-08-01,129.99,129.99,Paid,2024-08-04
BILL008929,CUST0302,2024-09-01,129.99,129.99,Paid,2024-09-07
BILL008930,CUST0302,2024-10-01,124.99,124.99,Paid,2024-10-07
BILL008931,CUST0302,2024-11-01,129.99,129.99,Paid,2024-11-04
BILL008932,CUST0302,2024-12-01,129.99,129.99,Paid,2024-12-02
BILL008933,CUST0302,2025-01-01,139.99,139.99,Paid,2025-01-02
BILL008934,CUST0302,2025-02-01,129.99,129.99,Late,2025-02-22
BILL008935,CUST0302,2025-03-01,139.99,139.99,Paid,2025-03-06
BILL008936,CUST0302,2025-04-01,129.99,129.99,Paid,2025-04-08
BILL008937,CUST0302,2025-05-01,134.99,134.99,Paid,2025-05-10
BILL008938,CUST0302,2025-06-01,129.99,129.99,Paid,2025-06-04
BILL008939,CUST0302,2025-07-01,139.99,139.99,Paid,2025-07-03
BILL008940,CUST0302,2025-08-01,129.99,129.99,Paid,2025-08-10
BILL008941,CUST0302,2025-09-01,129.99,129.99,Paid,2025-09-08
BILL008942,CUST0302,2025-10-01,139.99,139.99,Paid,2025-10-03
BILL008943,CUST0302,2025-11-01,134.99,134.99,Paid,2025-11-09
BILL008944,CUST0302,2025-12-01,134.99,134.99,Paid,2025-12-03
BILL008945,CUST0302,2026-01-01,139.99,139.99,Paid,2026-01-08
BILL008946,CUST0302,2026-02-01,124.99,124.99,Paid,2026-02-09
BILL008947,CUST0302,2026-03-01,124.99,124.99,Late,2026-03-22
BILL008948,CUST0302,2026-04-01,134.99,134.99,Paid,2026-04-06
BILL008949,CUST0302,2026-05-01,129.99,129.99,Paid,2026-05-10
BILL008950,CUST0302,2026-06-01,134.99,134.99,Paid,2026-06-04
BILL008951,CUST0303,2025-05-01,129.99,129.99,Paid,2025-05-07
BILL008952,CUST0303,2025-06-01,129.99,129.99,Paid,2025-06-07
BILL008953,CUST0303,2025-07-01,134.99,134.99,Paid,2025-07-08
BILL008954,CUST0303,2025-08-01,134.99,57.46,Partial,2025-08-14
BILL008955,CUST0303,2025-09-01,129.99,129.99,Late,2025-09-18
BILL008956,CUST0303,2025-10-01,124.99,124.99,Paid,2025-10-08
BILL008957,CUST0303,2025-11-01,129.99,129.99,Late,2025-11-19
BILL008958,CUST0303,2025-12-01,129.99,129.99,Paid,2025-12-08
BILL008959,CUST0303,2026-01-01,129.99,129.99,Paid,2026-01-09
BILL008960,CUST0303,2026-02-01,129.99,129.99,Paid,2026-02-02
BILL008961,CUST0303,2026-03-01,129.99,129.99,Paid,2026-03-07
BILL008962,CUST0303,2026-04-01,139.99,82.14,Partial,2026-04-10
BILL008963,CUST0303,2026-05-01,129.99,129.99,Paid,2026-05-07
BILL008964,CUST0303,2026-06-01,134.99,134.99,Paid,2026-06-03
BILL008965,CUST0304,2023-07-01,40.0,40.0,Late,2023-07-22
BILL008966,CUST0304,2023-08-01,45.0,45.0,Paid,2023-08-10
BILL008967,CUST0304,2023-09-01,45.0,45.0,Paid,2023-09-02
BILL008968,CUST0304,2023-10-01,55.0,55.0,Paid,2023-10-06
BILL008969,CUST0304,2023-11-01,40.0,40.0,Paid,2023-11-10
BILL008970,CUST0304,2023-12-01,45.0,19.6,Partial,2023-12-09
BILL008971,CUST0304,2024-01-01,55.0,55.0,Paid,2024-01-02
BILL008972,CUST0304,2024-02-01,55.0,55.0,Paid,2024-02-07
BILL008973,CUST0304,2024-03-01,50.0,50.0,Late,2024-03-26
BILL008974,CUST0304,2024-04-01,50.0,50.0,Paid,2024-04-07
BILL008975,CUST0304,2024-05-01,50.0,50.0,Late,2024-05-25
BILL008976,CUST0304,2024-06-01,45.0,45.0,Late,2024-06-20
BILL008977,CUST0304,2024-07-01,55.0,55.0,Paid,2024-07-10
BILL008978,CUST0304,2024-08-01,40.0,40.0,Late,2024-08-26
BILL008979,CUST0304,2024-09-01,55.0,0.0,Unpaid,
BILL008980,CUST0304,2024-10-01,45.0,0.0,Unpaid,
BILL008981,CUST0304,2024-11-01,50.0,50.0,Paid,2024-11-09
BILL008982,CUST0304,2024-12-01,50.0,50.0,Paid,2024-12-03
BILL008983,CUST0304,2025-01-01,55.0,21.36,Partial,2025-01-13
BILL008984,CUST0304,2025-02-01,45.0,45.0,Late,2025-03-01
BILL008985,CUST0304,2025-03-01,45.0,45.0,Paid,2025-03-09
BILL008986,CUST0304,2025-04-01,45.0,45.0,Late,2025-04-23
BILL008987,CUST0304,2025-05-01,45.0,45.0,Paid,2025-05-08
BILL008988,CUST0304,2025-06-01,45.0,45.0,Late,2025-06-22
BILL008989,CUST0304,2025-07-01,55.0,55.0,Late,2025-07-24
BILL008990,CUST0304,2025-08-01,45.0,45.0,Paid,2025-08-02
BILL008991,CUST0304,2025-09-01,40.0,40.0,Paid,2025-09-04
BILL008992,CUST0304,2025-10-01,45.0,45.0,Paid,2025-10-09
BILL008993,CUST0304,2025-11-01,45.0,45.0,Paid,2025-11-08
BILL008994,CUST0304,2025-12-01,50.0,17.89,Partial,2025-12-18
BILL008995,CUST0304,2026-01-01,55.0,55.0,Late,2026-01-25
BILL008996,CUST0304,2026-02-01,40.0,40.0,Paid,2026-02-11
BILL008997,CUST0304,2026-03-01,45.0,45.0,Paid,2026-03-02
BILL008998,CUST0304,2026-04-01,40.0,0.0,Unpaid,
BILL008999,CUST0304,2026-05-01,45.0,16.13,Partial,2026-05-17
BILL009000,CUST0304,2026-06-01,45.0,45.0,Paid,2026-06-08
BILL009001,CUST0305,2023-07-01,114.99,114.99,Paid,2023-07-07
BILL009002,CUST0305,2023-08-01,119.99,119.99,Paid,2023-08-06
BILL009003,CUST0305,2023-09-01,109.99,109.99,Paid,2023-09-02
BILL009004,CUST0305,2023-10-01,109.99,109.99,Paid,2023-10-09
BILL009005,CUST0305,2023-11-01,109.99,109.99,Paid,2023-11-05
BILL009006,CUST0305,2023-12-01,119.99,119.99,Paid,2023-12-08
BILL009007,CUST0305,2024-01-01,109.99,109.99,Paid,2024-01-08
BILL009008,CUST0305,2024-02-01,109.99,109.99,Paid,2024-02-06
BILL009009,CUST0305,2024-03-01,109.99,109.99,Paid,2024-03-11
BILL009010,CUST0305,2024-04-01,109.99,109.99,Paid,2024-04-03
BILL009011,CUST0305,2024-05-01,114.99,114.99,Paid,2024-05-02
BILL009012,CUST0305,2024-06-01,109.99,109.99,Paid,2024-06-04
BILL009013,CUST0305,2024-07-01,109.99,109.99,Paid,2024-07-09
BILL009014,CUST0305,2024-08-01,114.99,114.99,Paid,2024-08-06
BILL009015,CUST0305,2024-09-01,109.99,109.99,Paid,2024-09-02
BILL009016,CUST0305,2024-10-01,109.99,109.99,Paid,2024-10-05
BILL009017,CUST0305,2024-11-01,104.99,104.99,Paid,2024-11-06
BILL009018,CUST0305,2024-12-01,109.99,109.99,Paid,2024-12-08
BILL009019,CUST0305,2025-01-01,104.99,104.99,Paid,2025-01-08
BILL009020,CUST0305,2025-02-01,109.99,109.99,Paid,2025-02-11
BILL009021,CUST0305,2025-03-01,114.99,114.99,Paid,2025-03-04
BILL009022,CUST0305,2025-04-01,109.99,109.99,Paid,2025-04-07
BILL009023,CUST0305,2025-05-01,109.99,109.99,Paid,2025-05-02
BILL009024,CUST0305,2025-06-01,104.99,104.99,Late,2025-06-24
BILL009025,CUST0305,2025-07-01,114.99,114.99,Paid,2025-07-03
BILL009026,CUST0305,2025-08-01,109.99,109.99,Late,2025-08-28
BILL009027,CUST0305,2025-09-01,104.99,104.99,Paid,2025-09-11
BILL009028,CUST0305,2025-10-01,109.99,109.99,Paid,2025-10-03
BILL009029,CUST0305,2025-11-01,109.99,109.99,Paid,2025-11-08
BILL009030,CUST0305,2025-12-01,114.99,114.99,Paid,2025-12-02
BILL009031,CUST0305,2026-01-01,114.99,114.99,Paid,2026-01-03
BILL009032,CUST0305,2026-02-01,109.99,109.99,Paid,2026-02-04
BILL009033,CUST0305,2026-03-01,109.99,109.99,Paid,2026-03-08
BILL009034,CUST0305,2026-04-01,114.99,114.99,Paid,2026-04-10
BILL009035,CUST0305,2026-05-01,114.99,114.99,Paid,2026-05-11
BILL009036,CUST0305,2026-06-01,114.99,114.99,Paid,2026-06-02
BILL009037,CUST0306,2023-07-01,279.98,279.98,Paid,2023-07-04
BILL009038,CUST0306,2023-08-01,284.98,284.98,Paid,2023-08-10
BILL009039,CUST0306,2023-09-01,294.98,294.98,Paid,2023-09-11
BILL009040,CUST0306,2023-10-01,284.98,284.98,Paid,2023-10-07
BILL009041,CUST0306,2023-11-01,279.98,279.98,Paid,2023-11-02
BILL009042,CUST0306,2023-12-01,284.98,284.98,Paid,2023-12-03
BILL009043,CUST0306,2024-01-01,279.98,279.98,Paid,2024-01-02
BILL009044,CUST0306,2024-02-01,279.98,279.98,Paid,2024-02-11
BILL009045,CUST0306,2024-03-01,284.98,284.98,Paid,2024-03-10
BILL009046,CUST0306,2024-04-01,294.98,294.98,Paid,2024-04-11
BILL009047,CUST0306,2024-05-01,284.98,284.98,Paid,2024-05-04
BILL009048,CUST0306,2024-06-01,284.98,284.98,Paid,2024-06-07
BILL009049,CUST0306,2024-07-01,294.98,294.98,Paid,2024-07-02
BILL009050,CUST0306,2024-08-01,284.98,284.98,Paid,2024-08-09
BILL009051,CUST0306,2024-09-01,279.98,279.98,Paid,2024-09-06
BILL009052,CUST0306,2024-10-01,289.98,289.98,Late,2024-10-26
BILL009053,CUST0306,2024-11-01,284.98,284.98,Paid,2024-11-06
BILL009054,CUST0306,2024-12-01,284.98,284.98,Late,2024-12-24
BILL009055,CUST0306,2025-01-01,284.98,284.98,Paid,2025-01-06
BILL009056,CUST0306,2025-02-01,294.98,294.98,Paid,2025-02-07
BILL009057,CUST0306,2025-03-01,289.98,289.98,Paid,2025-03-03
BILL009058,CUST0306,2025-04-01,294.98,294.98,Paid,2025-04-11
BILL009059,CUST0306,2025-05-01,289.98,289.98,Paid,2025-05-08
BILL009060,CUST0306,2025-06-01,279.98,279.98,Paid,2025-06-05
BILL009061,CUST0306,2025-07-01,279.98,279.98,Paid,2025-07-04
BILL009062,CUST0306,2025-08-01,279.98,279.98,Paid,2025-08-04
BILL009063,CUST0306,2025-09-01,284.98,284.98,Paid,2025-09-06
BILL009064,CUST0306,2025-10-01,294.98,294.98,Paid,2025-10-04
BILL009065,CUST0306,2025-11-01,279.98,279.98,Paid,2025-11-04
BILL009066,CUST0306,2025-12-01,289.98,289.98,Paid,2025-12-05
BILL009067,CUST0306,2026-01-01,279.98,279.98,Paid,2026-01-11
BILL009068,CUST0306,2026-02-01,284.98,284.98,Paid,2026-02-09
BILL009069,CUST0306,2026-03-01,284.98,284.98,Paid,2026-03-05
BILL009070,CUST0306,2026-04-01,284.98,284.98,Paid,2026-04-07
BILL009071,CUST0306,2026-05-01,284.98,284.98,Paid,2026-05-08
BILL009072,CUST0306,2026-06-01,284.98,284.98,Paid,2026-06-08
BILL009073,CUST0307,2023-07-01,79.99,79.99,Paid,2023-07-05
BILL009074,CUST0307,2023-08-01,69.99,69.99,Paid,2023-08-10
BILL009075,CUST0307,2023-09-01,64.99,64.99,Paid,2023-09-02
BILL009076,CUST0307,2023-10-01,79.99,79.99,Paid,2023-10-02
BILL009077,CUST0307,2023-11-01,64.99,64.99,Paid,2023-11-05
BILL009078,CUST0307,2023-12-01,69.99,69.99,Paid,2023-12-08
BILL009079,CUST0307,2024-01-01,79.99,79.99,Paid,2024-01-07
BILL009080,CUST0307,2024-02-01,64.99,64.99,Paid,2024-02-08
BILL009081,CUST0307,2024-03-01,64.99,64.99,Paid,2024-03-08
BILL009082,CUST0307,2024-04-01,64.99,64.99,Paid,2024-04-02
BILL009083,CUST0307,2024-05-01,69.99,69.99,Paid,2024-05-04
BILL009084,CUST0307,2024-06-01,64.99,64.99,Paid,2024-06-07
BILL009085,CUST0307,2024-07-01,69.99,69.99,Paid,2024-07-08
BILL009086,CUST0307,2024-08-01,64.99,64.99,Paid,2024-08-07
BILL009087,CUST0307,2024-09-01,79.99,79.99,Paid,2024-09-02
BILL009088,CUST0307,2024-10-01,69.99,69.99,Paid,2024-10-08
BILL009089,CUST0307,2024-11-01,69.99,69.99,Paid,2024-11-06
BILL009090,CUST0307,2024-12-01,64.99,64.99,Late,2024-12-29
BILL009091,CUST0307,2025-01-01,64.99,64.99,Paid,2025-01-05
BILL009092,CUST0307,2025-02-01,74.99,74.99,Paid,2025-02-10
BILL009093,CUST0307,2025-03-01,69.99,69.99,Paid,2025-03-06
BILL009094,CUST0307,2025-04-01,74.99,74.99,Paid,2025-04-05
BILL009095,CUST0307,2025-05-01,69.99,69.99,Paid,2025-05-06
BILL009096,CUST0307,2025-06-01,64.99,64.99,Paid,2025-06-10
BILL009097,CUST0307,2025-07-01,69.99,69.99,Paid,2025-07-02
BILL009098,CUST0307,2025-08-01,69.99,69.99,Paid,2025-08-09
BILL009099,CUST0307,2025-09-01,64.99,64.99,Paid,2025-09-10
BILL009100,CUST0307,2025-10-01,69.99,69.99,Paid,2025-10-06
BILL009101,CUST0307,2025-11-01,74.99,74.99,Late,2025-11-22
BILL009102,CUST0307,2025-12-01,79.99,79.99,Paid,2025-12-08
BILL009103,CUST0307,2026-01-01,74.99,74.99,Paid,2026-01-07
BILL009104,CUST0307,2026-02-01,69.99,69.99,Paid,2026-02-07
BILL009105,CUST0307,2026-03-01,69.99,69.99,Paid,2026-03-09
BILL009106,CUST0307,2026-04-01,69.99,69.99,Paid,2026-04-03
BILL009107,CUST0307,2026-05-01,64.99,64.99,Paid,2026-05-07
BILL009108,CUST0307,2026-06-01,69.99,69.99,Paid,2026-06-04
BILL009109,CUST0308,2023-07-01,45.0,45.0,Paid,2023-07-05
BILL009110,CUST0308,2023-08-01,45.0,45.0,Late,2023-08-28
BILL009111,CUST0308,2023-09-01,55.0,55.0,Late,2023-09-19
BILL009112,CUST0308,2023-10-01,50.0,50.0,Paid,2023-10-11
BILL009113,CUST0308,2023-11-01,55.0,55.0,Paid,2023-11-09
BILL009114,CUST0308,2023-12-01,55.0,55.0,Paid,2023-12-02
BILL009115,CUST0308,2024-01-01,45.0,45.0,Paid,2024-01-07
BILL009116,CUST0308,2024-02-01,45.0,45.0,Paid,2024-02-02
BILL009117,CUST0308,2024-03-01,40.0,40.0,Paid,2024-03-02
BILL009118,CUST0308,2024-04-01,45.0,45.0,Paid,2024-04-06
BILL009119,CUST0308,2024-05-01,55.0,55.0,Paid,2024-05-08
BILL009120,CUST0308,2024-06-01,45.0,45.0,Paid,2024-06-04
BILL009121,CUST0308,2024-07-01,40.0,40.0,Paid,2024-07-10
BILL009122,CUST0308,2024-08-01,45.0,45.0,Paid,2024-08-05
BILL009123,CUST0308,2024-09-01,55.0,55.0,Paid,2024-09-10
BILL009124,CUST0308,2024-10-01,45.0,45.0,Paid,2024-10-06
BILL009125,CUST0308,2024-11-01,45.0,45.0,Paid,2024-11-07
BILL009126,CUST0308,2024-12-01,45.0,45.0,Paid,2024-12-08
BILL009127,CUST0308,2025-01-01,50.0,50.0,Paid,2025-01-08
BILL009128,CUST0308,2025-02-01,50.0,50.0,Paid,2025-02-07
BILL009129,CUST0308,2025-03-01,45.0,45.0,Paid,2025-03-03
BILL009130,CUST0308,2025-04-01,55.0,55.0,Paid,2025-04-02
BILL009131,CUST0308,2025-05-01,45.0,45.0,Paid,2025-05-03
BILL009132,CUST0308,2025-06-01,40.0,40.0,Paid,2025-06-03
BILL009133,CUST0308,2025-07-01,45.0,45.0,Paid,2025-07-08
BILL009134,CUST0308,2025-08-01,40.0,40.0,Paid,2025-08-05
BILL009135,CUST0308,2025-09-01,45.0,45.0,Paid,2025-09-10
BILL009136,CUST0308,2025-10-01,45.0,45.0,Paid,2025-10-04
BILL009137,CUST0308,2025-11-01,55.0,55.0,Paid,2025-11-04
BILL009138,CUST0308,2025-12-01,45.0,45.0,Paid,2025-12-04
BILL009139,CUST0308,2026-01-01,45.0,45.0,Paid,2026-01-09
BILL009140,CUST0308,2026-02-01,45.0,45.0,Paid,2026-02-07
BILL009141,CUST0308,2026-03-01,45.0,45.0,Paid,2026-03-04
BILL009142,CUST0308,2026-04-01,50.0,50.0,Paid,2026-04-08
BILL009143,CUST0308,2026-05-01,40.0,40.0,Paid,2026-05-09
BILL009144,CUST0308,2026-06-01,45.0,45.0,Paid,2026-06-08
BILL009145,CUST0309,2024-05-01,114.99,114.99,Paid,2024-05-07
BILL009146,CUST0309,2024-06-01,104.99,104.99,Paid,2024-06-11
BILL009147,CUST0309,2024-07-01,119.99,119.99,Paid,2024-07-09
BILL009148,CUST0309,2024-08-01,104.99,104.99,Paid,2024-08-09
BILL009149,CUST0309,2024-09-01,109.99,109.99,Paid,2024-09-07
BILL009150,CUST0309,2024-10-01,109.99,109.99,Late,2024-10-18
BILL009151,CUST0309,2024-11-01,109.99,109.99,Paid,2024-11-08
BILL009152,CUST0309,2024-12-01,104.99,104.99,Paid,2024-12-05
BILL009153,CUST0309,2025-01-01,109.99,109.99,Paid,2025-01-11
BILL009154,CUST0309,2025-02-01,109.99,109.99,Paid,2025-02-06
BILL009155,CUST0309,2025-03-01,109.99,109.99,Paid,2025-03-05
BILL009156,CUST0309,2025-04-01,109.99,109.99,Paid,2025-04-03
BILL009157,CUST0309,2025-05-01,104.99,66.91,Partial,2025-05-18
BILL009158,CUST0309,2025-06-01,109.99,74.57,Partial,2025-06-08
BILL009159,CUST0309,2025-07-01,109.99,109.99,Paid,2025-07-07
BILL009160,CUST0309,2025-08-01,109.99,109.99,Paid,2025-08-10
BILL009161,CUST0309,2025-09-01,104.99,104.99,Paid,2025-09-09
BILL009162,CUST0309,2025-10-01,109.99,109.99,Late,2025-10-24
BILL009163,CUST0309,2025-11-01,109.99,109.99,Late,2025-11-19
BILL009164,CUST0309,2025-12-01,114.99,114.99,Paid,2025-12-08
BILL009165,CUST0309,2026-01-01,109.99,109.99,Paid,2026-01-07
BILL009166,CUST0309,2026-02-01,109.99,109.99,Late,2026-02-23
BILL009167,CUST0309,2026-03-01,104.99,104.99,Paid,2026-03-08
BILL009168,CUST0309,2026-04-01,109.99,109.99,Paid,2026-04-06
BILL009169,CUST0309,2026-05-01,109.99,109.99,Paid,2026-05-03
BILL009170,CUST0309,2026-06-01,114.99,114.99,Paid,2026-06-06
BILL009171,CUST0310,2023-11-01,24.99,24.99,Paid,2023-11-02
BILL009172,CUST0310,2023-12-01,29.99,29.99,Paid,2023-12-09
BILL009173,CUST0310,2024-01-01,34.99,34.99,Paid,2024-01-11
BILL009174,CUST0310,2024-02-01,34.99,34.99,Paid,2024-02-02
BILL009175,CUST0310,2024-03-01,29.99,29.99,Paid,2024-03-10
BILL009176,CUST0310,2024-04-01,29.99,29.99,Paid,2024-04-11
BILL009177,CUST0310,2024-05-01,39.99,39.99,Paid,2024-05-11
BILL009178,CUST0310,2024-06-01,29.99,29.99,Paid,2024-06-10
BILL009179,CUST0310,2024-07-01,34.99,34.99,Paid,2024-07-02
BILL009180,CUST0310,2024-08-01,29.99,29.99,Late,2024-08-28
BILL009181,CUST0310,2024-09-01,24.99,24.99,Paid,2024-09-03
BILL009182,CUST0310,2024-10-01,24.99,24.99,Paid,2024-10-04
BILL009183,CUST0310,2024-11-01,29.99,29.99,Paid,2024-11-06
BILL009184,CUST0310,2024-12-01,34.99,34.99,Paid,2024-12-08
BILL009185,CUST0310,2025-01-01,24.99,24.99,Paid,2025-01-05
BILL009186,CUST0310,2025-02-01,29.99,29.99,Paid,2025-02-09
BILL009187,CUST0310,2025-03-01,29.99,29.99,Paid,2025-03-11
BILL009188,CUST0310,2025-04-01,29.99,29.99,Late,2025-04-29
BILL009189,CUST0310,2025-05-01,39.99,39.99,Paid,2025-05-11
BILL009190,CUST0310,2025-06-01,29.99,29.99,Late,2025-06-29
BILL009191,CUST0310,2025-07-01,29.99,29.99,Paid,2025-07-09
BILL009192,CUST0310,2025-08-01,29.99,29.99,Paid,2025-08-04
BILL009193,CUST0310,2025-09-01,29.99,29.99,Paid,2025-09-07
BILL009194,CUST0310,2025-10-01,29.99,29.99,Paid,2025-10-07
BILL009195,CUST0310,2025-11-01,29.99,29.99,Paid,2025-11-09
BILL009196,CUST0310,2025-12-01,34.99,34.99,Paid,2025-12-08
BILL009197,CUST0310,2026-01-01,29.99,29.99,Paid,2026-01-11
BILL009198,CUST0310,2026-02-01,29.99,29.99,Paid,2026-02-07
BILL009199,CUST0310,2026-03-01,29.99,29.99,Late,2026-03-18
BILL009200,CUST0310,2026-04-01,24.99,24.99,Paid,2026-04-11
BILL009201,CUST0310,2026-05-01,29.99,29.99,Late,2026-05-24
BILL009202,CUST0310,2026-06-01,39.99,39.99,Late,2026-06-21
BILL009203,CUST0311,2023-07-01,99.98,99.98,Paid,2023-07-10
BILL009204,CUST0311,2023-08-01,99.98,99.98,Late,2023-08-23
BILL009205,CUST0311,2023-09-01,104.98,104.98,Paid,2023-09-07
BILL009206,CUST0311,2023-10-01,99.98,99.98,Paid,2023-10-11
BILL009207,CUST0311,2023-11-01,99.98,99.98,Paid,2023-11-09
BILL009208,CUST0311,2023-12-01,94.98,94.98,Paid,2023-12-10
BILL009209,CUST0311,2024-01-01,109.98,109.98,Paid,2024-01-09
